_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
2359,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,67,99.59,962,0.41,4,966,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2360,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,671,89.29,25,10.71,3,28,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2361,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,672,100.0,14,0.0,0,14,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2362,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,675,100.0,49,0.0,0,49,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2363,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,676,100.0,21,0.0,0,21,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2364,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,680,100.0,14,0.0,0,14,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2365,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,681,100.0,14,0.0,0,14,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2366,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,682,100.0,42,0.0,0,42,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2367,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,684,100.0,28,0.0,0,28,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2368,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,687,100.0,18,0.0,0,18,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2369,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,688,100.0,13,0.0,0,13,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2370,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,7,98.96,956,1.04,10,966,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2371,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,70,97.9,838,2.1,18,856,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2372,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,701,100.0,63,0.0,0,63,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2373,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,702,100.0,42,0.0,0,42,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2374,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,703,100.0,21,0.0,0,21,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2375,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,706,100.0,42,0.0,0,42,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2376,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,707,100.0,21,0.0,0,21,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2377,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,71,96.52,1470,3.48,53,1523,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2378,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,72,95.48,2135,4.52,101,2236,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2379,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,72M,96.37,2099,3.63,79,2178,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2380,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,72R,94.5,3453,5.5,201,3654,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2381,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,73,97.2,4197,2.8,121,4318,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2382,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,74,97.47,1848,2.53,48,1896,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2383,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,76,98.29,1787,1.71,31,1818,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2384,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,78,99.8,503,0.2,1,504,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2385,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,79,98.77,1926,1.23,24,1950,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2386,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,800,97.31,905,2.69,25,930,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2387,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,801,99.1,773,0.9,7,780,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2388,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,802,99.7,328,0.3,1,329,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2389,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,805,96.77,360,3.23,12,372,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2390,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,840,100.0,357,0.0,0,357,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2391,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,851,100.0,300,0.0,0,300,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2392,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,86,99.76,2103,0.24,5,2108,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2393,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,88,98.06,3482,1.94,69,3551,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2394,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,90,98.74,2736,1.26,35,2771,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2395,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,93,98.7,1290,1.3,17,1307,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2396,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,95,99.29,1265,0.71,9,1274,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2397,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,96,98.74,1955,1.26,25,1980,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2398,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,97,92.83,2964,7.17,229,3193,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2399,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,98,98.06,2724,1.94,54,2778,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2400,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,99,93.95,2982,6.05,192,3174,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2401,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,E,100.0,168,0.0,0,168,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2402,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,F,99.27,2317,0.73,17,2334,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2403,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,FS,100.0,84,0.0,0,84,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2404,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,G,100.0,147,0.0,0,147,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2405,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,J,100.0,168,0.0,0,168,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2406,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,L,99.21,125,0.79,1,126,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2407,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,LA,100.0,105,0.0,0,105,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2408,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,NL,98.62,3005,1.38,42,3047,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2409,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,NX,100.0,146,0.0,0,146,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2410,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,NX3,100.0,147,0.0,0,147,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2411,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,O,98.99,1959,1.01,20,1979,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2412,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,OX,100.0,170,0.0,0,170,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2413,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,P,99.6,251,0.4,1,252,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2414,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,System Wide,97.63,148093,2.37,3602,151695,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2415,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,U,99.57,230,0.43,1,231,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2416,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,V,100.0,147,0.0,0,147,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2417,Service Operated,Monthly,2023,2023-06-01T00:00:00,2023-06-30T00:00:00,W,100.0,167,0.0,0,167,2022-23,2022-07-01T00:00:00,2023-06-30T00:00:00
2418,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,10,96.6,43290,3.4,1523,44813,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2419,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,12,97.74,30210,2.26,699,30909,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2420,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,14,95.65,36926,4.35,1681,38607,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2421,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,18,96.94,45209,3.06,1428,46637,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2422,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,19,98.98,11744,1.02,121,11865,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2423,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,192,100.0,9,0.0,0,9,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2424,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,193,94.44,17,5.56,1,18,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2425,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,194,100.0,9,0.0,0,9,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2426,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,1T,93.12,74991,6.88,5543,80534,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2427,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,20,96.21,23906,3.79,942,24848,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2428,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,200,96.46,32147,3.54,1179,33326,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2429,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,21,95.83,20201,4.17,879,21080,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2430,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,210,98.86,23039,1.14,266,23305,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2431,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,212,98.23,20709,1.77,374,21083,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2432,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,215,98.76,7466,1.24,94,7560,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2433,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,216,99.02,9416,0.98,93,9509,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2434,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,217,98.02,22019,1.98,445,22464,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2435,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,232,98.56,9374,1.44,137,9511,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2436,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,239,98.8,15128,1.2,183,15311,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2437,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,251,98.76,9362,1.24,118,9480,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2438,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,28,98.97,12311,1.03,128,12439,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2439,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,29,98.21,25884,1.79,472,26356,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2440,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,33,97.62,39840,2.38,970,40810,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2441,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,34,98.22,12187,1.78,221,12408,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2442,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,35,97.64,12431,2.36,300,12731,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2443,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,36,98.18,26578,1.82,493,27071,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2444,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,376,95.0,7199,5.0,379,7578,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2445,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,39,98.43,9959,1.57,159,10118,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2446,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,40,95.19,61412,4.81,3100,64512,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2447,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,41,99.08,12334,0.92,115,12449,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2448,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,45,95.62,25077,4.38,1148,26225,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2449,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,46L,99.06,6713,0.94,64,6777,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2450,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,51A,94.38,56446,5.62,3360,59806,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2451,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,51B,97.5,58278,2.5,1494,59772,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2452,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,52,97.51,38679,2.49,986,39665,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2453,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,54,96.87,35906,3.13,1160,37066,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2454,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,56,98.75,12275,1.25,155,12430,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2455,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,57,97.26,57713,2.74,1623,59336,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2456,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,6,97.09,59918,2.91,1793,61711,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2457,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,60,98.71,19509,1.29,255,19764,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2458,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,604,99.82,547,0.18,1,548,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2459,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,605,99.43,346,0.57,2,348,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2460,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,606,99.71,346,0.29,1,347,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2461,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,607,100.0,180,0.0,0,180,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2462,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,617,99.26,533,0.74,4,537,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2463,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,62,95.85,35466,4.15,1535,37001,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2464,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,620,99.72,359,0.28,1,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2465,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,621,99.44,707,0.56,4,711,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2466,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,623,99.77,1726,0.23,4,1730,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2467,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,624,99.44,358,0.56,2,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2468,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,625,99.02,705,0.98,7,712,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2469,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,626,100.0,360,0.0,0,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2470,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,628,99.72,359,0.28,1,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2471,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,629,99.72,359,0.28,1,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2472,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,631,100.0,720,0.0,0,720,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2473,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,638,100.0,360,0.0,0,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2474,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,641,99.63,538,0.37,2,540,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2475,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,642,100.0,180,0.0,0,180,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2476,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,646,99.94,1799,0.06,1,1800,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2477,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,648,99.72,719,0.28,2,721,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2478,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,649,99.72,718,0.28,2,720,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2479,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,65,98.85,9428,1.15,110,9538,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2480,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,650,100.0,360,0.0,0,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2481,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,651,99.44,537,0.56,3,540,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2482,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,652,99.44,358,0.56,2,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2483,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,653,99.72,358,0.28,1,359,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2484,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,654,99.45,1076,0.55,6,1082,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2485,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,655,99.72,359,0.28,1,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2486,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,657,99.42,1193,0.58,7,1200,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2487,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,658,99.17,716,0.83,6,722,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2488,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,660,100.0,398,0.0,0,398,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2489,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,662,99.44,358,0.56,2,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2490,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,663,99.75,397,0.25,1,398,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2491,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,667,99.44,716,0.56,4,720,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2492,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,669,99.81,538,0.19,1,539,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2493,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,67,98.05,11603,1.95,231,11834,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2494,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,671,99.58,717,0.42,3,720,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2495,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,672,99.72,356,0.28,1,357,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2496,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,675,99.52,1249,0.48,6,1255,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2497,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,676,99.81,539,0.19,1,540,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2498,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,677,99.44,357,0.56,2,359,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2499,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,680,98.83,339,1.17,4,343,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2500,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,681,99.17,357,0.83,3,360,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2501,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,682,98.96,857,1.04,9,866,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2502,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,683,100.0,172,0.0,0,172,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2503,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,684,99.03,714,0.97,7,721,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2504,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,687,99.07,534,0.93,5,539,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2505,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,688,100.0,357,0.0,0,357,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2506,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,696,99.16,356,0.84,3,359,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2507,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,7,97.48,22307,2.52,577,22884,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2508,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,70,96.21,10183,3.79,401,10584,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2509,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,701,98.12,730,1.88,14,744,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2510,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,702,99.39,490,0.61,3,493,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
2511,Service Operated,Annual,2023,2023-07-01T00:00:00,2024-06-30T00:00:00,703,99.6,251,0.4,1,252,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
