_id,KPI,Frequency,CalendarYear,StartDate,EndDate,Route,TripsOperatedPercent,TripsOperatedTotal,TripsNotOperatedPercent,TripsNotOperatedTotal,TripsTotal,FiscalYearName,FiscalYearStartDate,FiscalYearEndDate
3796,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,701,98.48,65,1.52,1,66,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3797,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,702,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3798,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,703,100.0,22,0.0,0,22,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3799,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,706,97.73,43,2.27,1,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3800,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,707,100.0,22,0.0,0,22,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3801,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,71,99.29,1530,0.71,11,1541,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3802,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,72,98.97,2217,1.03,23,2240,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3803,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,72M,99.08,2161,0.92,20,2181,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3804,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,72R,96.96,3576,3.04,112,3688,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3805,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,73,91.92,3969,8.08,349,4318,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3806,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,74,98.95,1892,1.05,20,1912,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3807,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,76,99.25,1858,0.75,14,1872,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3808,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,79,99.23,1816,0.77,14,1830,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3809,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,800,98.89,801,1.11,9,810,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3810,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,801,97.56,761,2.44,19,780,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3811,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,802,100.0,330,0.0,0,330,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3812,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,805,94.01,345,5.99,22,367,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3813,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,840,98.32,352,1.68,6,358,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3814,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,851,99.67,298,0.33,1,299,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3815,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,86,99.91,2332,0.09,2,2334,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3816,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,88,98.48,3183,1.52,49,3232,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3817,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,90,91.32,2651,8.68,252,2903,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3818,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,93,96.3,1301,3.7,50,1351,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3819,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,95,99.77,1291,0.23,3,1294,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3820,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,96,95.54,1777,4.46,83,1860,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3821,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,97,95.84,3112,4.16,135,3247,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3822,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,98,94.88,2596,5.12,140,2736,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3823,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,99,96.88,3108,3.12,100,3208,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3824,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,E,99.43,175,0.57,1,176,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3825,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,F,96.75,2262,3.25,76,2338,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3826,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,FS,100.0,88,0.0,0,88,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3827,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,G,100.0,154,0.0,0,154,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3828,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,J,99.09,218,0.91,2,220,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3829,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,L,100.0,132,0.0,0,132,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3830,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,LA,100.0,111,0.0,0,111,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3831,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,NL,94.75,2924,5.25,162,3086,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3832,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,NX,98.86,174,1.14,2,176,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3833,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,NX3,97.4,150,2.6,4,154,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3834,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,O,94.71,1896,5.29,106,2002,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3835,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,OX,99.43,175,0.57,1,176,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3836,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,P,98.48,260,1.52,4,264,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3837,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,System Wide,96.21,146765,3.79,5782,152547,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3838,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,U,100.0,242,0.0,0,242,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3839,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,V,100.0,176,0.0,0,176,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3840,Service Operated,Monthly,2024,2024-04-01T00:00:00,2024-04-30T00:00:00,W,98.86,174,1.14,2,176,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3841,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,10,94.33,3593,5.67,216,3809,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3842,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,12,97.59,2547,2.41,63,2610,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3843,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,14,89.46,2961,10.54,349,3310,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3844,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,18,96.94,3834,3.06,121,3955,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3845,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,19,98.48,973,1.52,15,988,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3846,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,1T,83.06,5665,16.94,1155,6820,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3847,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,20,90.32,1875,9.68,201,2076,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3848,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,200,92.59,2562,7.41,205,2767,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3849,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,21,85.87,1513,14.13,249,1762,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3850,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,210,98.19,1953,1.81,36,1989,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3851,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,212,98.06,1822,1.94,36,1858,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3852,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,215,99.84,643,0.16,1,644,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3853,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,216,98.0,786,2.0,16,802,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3854,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,217,96.9,1846,3.1,59,1905,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3855,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,232,96.35,791,3.65,30,821,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3856,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,239,97.99,1315,2.01,27,1342,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3857,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,251,95.04,786,4.96,41,827,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3858,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,28,99.14,1041,0.86,9,1050,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3859,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,29,98.29,2184,1.71,38,2222,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3860,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,33,97.03,3393,2.97,104,3497,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3861,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,34,93.84,1005,6.16,66,1071,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3862,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,35,96.13,1018,3.87,41,1059,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3863,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,36,96.42,2210,3.58,82,2292,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3864,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,376,94.17,581,5.83,36,617,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3865,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,39,92.66,858,7.34,68,926,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3866,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,40,91.02,5018,8.98,495,5513,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3867,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,41,98.58,1043,1.42,15,1058,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3868,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,45,90.41,2018,9.59,214,2232,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3869,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,46L,95.79,569,4.21,25,594,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3870,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,51A,88.33,4480,11.67,592,5072,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3871,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,51B,95.95,4863,4.04,205,5068,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3872,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,52,95.65,3233,4.35,147,3380,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3873,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,54,90.53,2848,9.47,298,3146,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3874,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,56,97.54,1029,2.46,26,1055,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3875,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,57,96.2,4835,3.8,191,5026,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3876,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,6,97.19,5054,2.81,146,5200,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3877,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,60,98.45,1648,1.55,26,1674,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3878,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,604,98.44,63,1.56,1,64,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3879,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,605,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3880,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,606,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3881,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,607,100.0,21,0.0,0,21,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3882,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,617,98.04,50,1.96,1,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3883,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,62,90.31,2861,9.69,307,3168,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3884,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,620,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3885,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,621,99.24,131,0.76,1,132,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3886,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,623,100.0,220,0.0,0,220,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3887,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,624,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3888,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,625,100.0,132,0.0,0,132,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3889,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,626,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3890,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,628,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3891,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,629,100.0,40,0.0,0,40,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3892,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,631,100.0,84,0.0,0,84,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3893,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,638,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3894,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,641,100.0,66,0.0,0,66,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3895,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,642,100.0,17,0.0,0,17,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3896,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,646,100.0,170,0.0,0,170,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3897,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,648,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3898,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,649,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3899,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,65,99.64,833,0.36,3,836,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3900,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,650,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3901,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,651,100.0,51,0.0,0,51,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3902,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,652,97.06,33,2.94,1,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3903,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,653,100.0,33,0.0,0,33,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3904,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,654,98.04,100,1.96,2,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3905,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,655,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3906,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,657,100.0,102,0.0,0,102,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3907,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,658,100.0,68,0.0,0,68,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3908,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,660,100.0,39,0.0,0,39,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3909,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,662,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3910,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,663,100.0,47,0.0,0,47,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3911,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,667,100.0,84,0.0,0,84,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3912,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,669,100.0,63,0.0,0,63,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3913,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,67,97.92,1034,2.08,22,1056,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3914,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,671,100.0,84,0.0,0,84,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3915,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,672,100.0,41,0.0,0,41,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3916,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,675,100.0,147,0.0,0,147,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3917,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,676,100.0,63,0.0,0,63,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3918,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,677,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3919,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,680,97.67,42,2.33,1,43,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3920,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,681,100.0,42,0.0,0,42,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3921,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,682,92.31,108,7.69,9,117,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3922,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,683,100.0,22,0.0,0,22,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3923,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,684,97.65,83,2.35,2,85,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3924,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,687,100.0,62,0.0,0,62,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3925,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,688,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3926,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,696,100.0,34,0.0,0,34,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3927,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,7,97.21,1989,2.79,57,2046,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3928,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,70,98.12,886,1.88,17,903,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3929,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,701,98.48,65,1.52,1,66,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3930,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,702,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3931,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,703,100.0,22,0.0,0,22,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3932,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,706,100.0,44,0.0,0,44,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3933,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,707,100.0,22,0.0,0,22,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3934,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,71,95.59,1495,4.41,69,1564,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3935,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,72,94.52,2174,5.48,126,2300,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3936,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,72M,93.32,2123,6.68,152,2275,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3937,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,72R,86.06,3259,13.94,528,3787,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3938,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,73,89.12,3979,10.88,486,4465,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3939,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,74,94.3,1852,5.7,112,1964,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3940,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,76,93.71,1833,6.29,123,1956,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3941,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,79,98.99,1861,1.01,19,1880,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3942,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,800,96.54,808,3.46,29,837,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3943,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,801,98.13,788,1.87,15,803,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3944,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,802,98.54,338,1.46,5,343,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3945,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,805,97.83,361,2.17,8,369,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3946,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,840,93.1,351,6.9,26,377,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
3947,Service Operated,Monthly,2024,2024-05-01T00:00:00,2024-05-31T00:00:00,851,99.68,309,0.32,1,310,2023-24,2023-07-01T00:00:00,2024-06-30T00:00:00
